MLP_3_CEL_SGD_0,0.1535
MLP_3_CEL_SGD_1,0.1894
MLP_3_CEL_SGD_2,0.2629
MLP_3_CEL_SGD_3,0.4256
MLP_3_CEL_SGD_4,0.6154
MLP_3_CEL_SGD_5,0.7102
MLP_3_CEL_SGD_6,0.7721
MLP_3_CEL_SGD_7,0.8071
MLP_3_CEL_SGD_8,0.8256
MLP_3_CEL_SGD_9,0.8416
